orden;token;cat1;lema
44218;bucle;n;bucle
44219;argumentaciones;n;argumentación
44220;apegados;v;apegarse
44221;estribillos;n;estribillo
44222;avecinan;v;avecinarse
44223;magro;j;magro
44224;magros;j;magro
44225;intrascendentes;j;intrascendente
44226;interrogaciones;n;interrogación
44227;imperfección;n;imperfección
44228;desdichados;n;desdichado
44229;embarques;n;embarque
44230;aritmético;j;aritmético
44231;figurita;n;figurita
44232;inculto;j;inculto
44233;fortificados;j;fortificado
44234;lavabos;n;lavabo
44235;modelada;j;modelado
44236;checoslovaca;j;checoslovaco
44237;esmaltadas;j;esmaltado
44238;fracasadas;j;fracasado
44239;fracasados;j;fracasado
44240;archivar;v;archivar
44241;infanta;n;infanta
44242;disensión;n;disensión
44243;boniatos;n;boniato
44244;escabrosas;j;escabroso
44245;sobrepuso;v;sobreponer
44246;escurridizos;j;escurridizo
44247;carcelaria;j;carcelario
44248;ciudadela;n;ciudadela
44249;buceando;v;bucear
44250;juergas;n;juerga
44251;impredecibles;j;impredecible
44252;convulso;j;convulso
44253;nadadora;j;nadador
44254;asestó;v;asestar
44255;prefabricados;v;prefabricar
44256;delirando;v;delirar
44257;seniles;j;senil
44258;cantores;n;cantor
44259;fortuita;j;fortuito
44260;automatizada;v;automatizar
44261;degollado;v;degollar
44262;estacionaria;j;estacionario
44263;travesaños;n;travesaño
44264;dome;v;domar
44265;atascado;v;atascar
44266;ridiculizar;v;ridiculizar
44267;verídicos;j;verídico
44268;tapicerías;n;tapicería
44269;jaurías;n;jauría
44270;suplementaria;j;suplementario
44271;suplementarios;j;suplementario
44272;cañaveral;n;cañaveral
44273;ignotas;j;ignoto
44274;diestra;j;diestro
44275;malolientes;j;maloliente
44276;especificación;n;especificación
44277;cabezazos;n;cabezazo
44278;valerosa;j;valeroso
44279;propenso;j;propenso
44280;rublo;n;rublo
44281;jalonan;v;jalonar
44282;neuróticos;j;neurótico
44283;biopsias;n;biopsia
44284;panales;n;panal
44285;adeuda;v;adeudar
44286;epidémico;j;epidémico
44287;desgajado;v;DESGAJAr
44288;menguado;v;menguar
44289;paleocristianas;j;paleocristiano
44290;sensitivo;j;sensitivo
44291;sensitivos;j;sensitivo
44292;veterinarios;n;veterinario
44293;celuloides;n;celuloide
44294;enorgullecía;v;enorgullecer
44295;disecado;v;disecar
44296;despuntar;v;despuntar
44297;formalismos;n;formalismo
44298;subunidad;n;subunidad
44299;cebos;n;cebo
44300;contrariar;v;contrariar
44301;inocuos;j;inocuo
44302;ausentaba;v;ausentar
44303;orgías;n;orgía
44304;bustos;n;bustos
44305;reconforta;v;reconfortar
44306;despoblado;v;despoblar
44307;encía;n;encía
44308;palaciegos;j;palaciego
44309;impuros;j;impuro
44310;fulminado;v;fulminar
44311;limos;n;limo
44312;visitadoras;n;visitador
44313;hosca;j;hosco
44314;oriunda;j;oriundo
44315;cifrados;j;cifrado
44316;cajetillas;n;cajetilla
44317;bolígrafos;n;bolígrafo
44318;horóscopos;n;horóscopo
44319;cordobesa;j;cordobés
44320;vacunados;v;vacunar
44321;churro;n;churro
44322;lloriqueaba;v;lloriquear
44323;desencuentro;n;desencuentro
44324;traidores;j;traidor
44325;subdividido;j;SUBDIVIDIDO
44326;amorfo;j;amorfo
44327;concisa;j;conciso
44328;hirsuta;j;hirsuto
44329;farola;n;farola
44330;boquiabiertos;j;boquiabierto
44331;ocioso;n;ocioso
44332;somnolientos;j;somnoliento
44333;somáticas;j;somático
44334;asas;n;asa
44335;mayúscula;j;mayúsculo
44336;terrorífico;j;terrorífico
44337;franciscana;j;franciscano
44338;fibrosa;j;fibroso
44339;jornales;n;jornal
44340;paleontólogo;n;paleontólogo
44341;aletargada;v;aletargar
44342;aletargado;v;aletargar
44343;gubernativo;j;gubernativo
44344;insustituibles;j;insustituible
44345;disentir;v;disentir
44346;anómalo;j;anómalo
44347;traficar;v;traficar
44348;siameses;j;siamés
44349;mortífero;j;mortífero
44350;quinielas;n;quiniela
44351;señoritos;n;señorito
44352;supersticioso;j;supersticioso
44353;tisulares;j;tisular
44354;inexpresivo;j;inexpresivo
44355;lastimera;j;lastimero
44356;diligentes;j;diligente
44357;tajadas;n;tajada
44358;penalizaciones;n;penalización
44359;paracaidista;n;paracaidista
44360;fotoeléctrica;j;fotoeléctrico
44361;cosmología;n;cosmología
44362;pinacotecas;n;pinacoteca
44363;melodioso;j;melodioso
44364;ultramarinos;n;ultramarino
44365;chapoteando;v;chapotear
44366;primoroso;j;primoroso
44367;camareras;n;camarera
44368;alcalinos;j;alcalino
44369;fandangos;n;fandango
44370;módica;j;módico
44371;módico;j;módico
44372;averías;n;avería
44373;nadadoras;n;nadador
44374;estimulantes;n;estimulante
44375;mol;n;mol
44376;madejas;n;madeja
44377;joyeros;n;joyero
44378;bucales;j;bucal
44379;nino;n;nino
44380;atribulado;v;atribular
44381;matones;n;matón
44382;palmadita;n;palmadita
44383;estratagemas;n;estratagema
44384;anguilas;n;anguila
44385;recopilada;j;recopilado
44386;reversibles;j;reversible
44387;trancas;n;tranca
44388;veneradas;j;venerado
44389;extenuada;v;extenuar
44390;pequeñeces;n;pequeñez
44391;odontología;n;odontología
44392;translúcida;j;translúcido
44393;empedrada;j;empedrado
44394;pululan;v;pulular
44395;jaquecas;n;jaqueca
44396;millonésimas;n;millonésimo
44397;aprieto;n;aprieto
44398;regatear;v;regatear
44399;tatuaje;n;tatuaje
44400;rebosantes;j;rebosante
44401;viaducto;n;viaducto
44402;perversos;n;perverso
44403;arcillosos;j;arcilloso
44404;sacerdotisas;n;sacerdotisa
44405;mandolinas;n;mandolina
44406;socializar;v;socializar
44407;chapa;v;chapar
44408;lóbrega;j;lóbrego
44409;lóbrego;j;lóbrego
44410;demagógica;j;demagógico
44411;pontífices;n;pontífice
44412;agonizantes;j;agonizante
44413;testarudo;j;testarudo
44414;pecaminoso;j;pecaminoso
44415;desperdigados;v;desperdigar
44416;ideólogo;n;ideólogo
44417;gladiador;n;gladiador
44418;evocador;j;evocador
44419;epigrama;n;epigrama
44420;despreocupada;j;despreocupado
44421;consensuar;v;consensuar
44422;tipificado;v;tipificar
44423;asfaltadas;v;asfaltar
44424;afloramientos;n;afloramiento
44425;californiana;j;californiano
44426;troyano;j;troyano
44427;insidiosa;j;insidioso
44428;remodelar;v;remodelar
44429;neerlandesas;j;neerlandés
44430;acuciantes;j;acuciante
44431;imperecedera;j;imperecedero
44432;excomulgado;v;excomulgar
44433;lacustres;j;lacustre
44434;pacificar;v;pacificar
44435;recluta;n;recluta
44436;desobedecer;v;desobedecer
44437;angustiaba;v;angustiar
44438;desdobla;v;desdoblar
44439;carretones;n;carretón
44440;convicto;j;convicto
44441;enmarañada;v;enmarañar
44442;enmarañado;v;enmarañar
44443;apaleado;v;apalear
44444;impertérrita;j;impertérrito
44445;clarear;v;clarear
44446;avezado;v;avezar
44447;docto;j;docto
44448;aeronáutico;j;aeronáutico
44449;ingle;n;ingle
44450;mamíferos;j;mamífero
44451;peritos;n;perito
44452;humeaba;v;humear
44453;titán;n;titán
44454;accionada;j;accionado
44455;rolliza;j;rollizo
44456;despreocupado;v;despreocuparse
44457;milanos;n;milano
44458;belicoso;j;belicoso
44459;garfios;n;garfio
44460;lasciva;j;lascivo
44461;detergentes;n;detergente
44462;secesión;n;secesión
44463;preexistente;j;preexistente
44464;pirenaica;j;pirenaico
44465;jocosa;j;jocoso
44466;bizarro;j;bizarro
44467;privativa;j;privativo
44468;aparean;v;aparear
44469;esforzada;j;esforzado
44470;tramposos;j;tramposo
44471;crujiente;j;crujiente
44472;estoico;n;estoico
44473;trineo;n;trineo
44474;metralleta;n;metralleta
44475;osamenta;n;osamenta
44476;melocotones;n;melocotón
44477;mañoso;j;mañoso
44478;iluso;j;iluso
44479;ilusos;j;iluso
44480;ornamentadas;j;ornamentado
44481;escupitajo;n;escupitajo
44482;interfaz;n;interfaz
44483;capitaneado;v;capitanear
44484;heraldo;n;heraldo
44485;taladros;n;taladro
44486;zángano;n;zángano
44487;amebas;n;ameba
44488;coercitiva;j;coercitivo
44489;st;n;st
44490;drenada;j;drenado
44491;exteriorizar;v;exteriorizar
44492;noqueó;v;noquear
44493;interjección;n;interjección
44494;cefalea;n;cefalea
44495;alerces;n;alerce
44496;garza;n;garza
44497;instructivos;j;instructivo
44498;acondicionar;v;acondicionar
44499;optativo;n;optativo
44500;desconsolada;j;desconsolado
44501;utilitaria;j;utilitario
44502;compungido;j;compungido
44503;monolito;n;monolito
44504;zancadilla;n;zancadilla
44505;secretan;v;secretar
44506;rayadas;j;rayado
44507;colados;j;colado
44508;urinario;n;urinario
44509;corceles;n;corcel
44510;venosa;j;venoso
44511;fenecido;v;fenecer
44512;benefactor;j;benefactor
44513;benefactora;j;benefactor
44514;horquilla;n;horquilla
44515;horquillas;n;horquilla
44516;advenedizo;n;advenedizo
44517;etnográfico;j;etnográfico
44518;mercantilista;j;mercantilista
44519;mercantilistas;j;mercantilista
44520;conjugados;j;conjugado
44521;cebra;n;cebra
44522;cebras;n;cebra
44523;sobaco;n;sobaco
44524;sobacos;n;sobaco
44525;desarticulada;j;desarticulado
44526;equidistante;j;equidistante
44527;concursar;v;concursar
44528;atajos;n;atajo
44529;picor;n;picor
44530;infinitesimal;j;infinitesimal
44531;rentar;v;rentar
44532;videntes;n;vidente
44533;kilovatios;n;kilovatio
44534;tecnicismos;n;tecnicismo
44535;indemnizar;v;indemnizar
44536;fichaje;n;fichaje
44537;chispeantes;j;chispeante
44538;amenizar;v;amenizar
44539;escorzo;n;escorzo
44540;adherencia;n;adherencia
44541;urólogos;n;urólogo
44542;malecón;n;malecón
44543;cerilla;n;cerilla
44544;polizontes;n;polizonte
44545;erratas;n;errata
44546;tirantes;j;tirante
44547;cochina;j;cochino
44548;pencas;n;penca
44549;letrina;n;letrina
44550;fincar;v;fincar
44551;descentralizadas;j;descentralizado
44552;sucesoria;j;sucesorio
44553;escondrijo;n;escondrijo
44554;mutilación;n;mutilación
44555;sincronizados;j;sincronizado
44556;pincho;n;pincho
44557;drogado;v;drogar
44558;madrugador;n;madrugador
44559;soliloquio;n;soliloquio
44560;coaxial;j;coaxial
44561;integrador;j;integrador
44562;mirtos;n;mirto
44563;centauro;n;centauro
44564;conventual;j;conventual
44565;cuplé;n;cuplé
44566;monstruo;j;monstruo
44567;cucharadita;n;cucharadita
44568;poleas;n;polea
44569;hacedor;n;hacedor
44570;biblias;n;biblia
44571;camafeos;n;camafeo
44572;galeses;j;galés
44573;deslucido;j;deslucido
44574;boutique;n;boutique
44575;bollo;n;bollo
44576;anchoas;n;anchoa
44577;faltos;j;falto
44578;blanqueadas;j;blanqueado
44579;grulla;n;grulla
44580;tugurios;n;tugurio
44581;mimosa;j;mimoso
44582;maléfico;j;maléfico
44583;chillones;j;chillón
44584;lançar;j;lanar
44585;soñada;j;soñado
44586;rumoroso;j;rumoroso
44587;melodramático;j;melodramático
44588;candorosa;j;candoroso
44589;carroñeros;j;carroñero
44590;androide;n;androide
44591;carbónico;j;carbónico
44592;incógnito;j;incógnito
44593;simbolizada;j;simbolizado
44594;celebérrimo;j;celebérrimo
44595;confesional;j;confesional
44596;dementes;j;demente
44597;frituras;n;fritura
44598;falanges;n;falange
44599;entrecruzadas;j;entrecruzado
44600;citología;n;citología
44601;papagayo;n;papagayo
44602;berrinche;n;berrinche
44603;rockeros;n;rockero
44604;dramatización;n;dramatización
44605;cantimplora;n;cantimplora
44606;love;n;love
44607;gaitas;n;gaita
44608;desvalidos;n;desvalido
44609;ensambladura;n;ensambladura
44610;cartógrafo;j;cartógrafo
44611;tuberculosos;j;tuberculoso
44612;eximio;j;eximio
44613;calmo;j;calmo
44614;tostadas;n;tostada
44615;vividor;n;vividor
44616;autodidacta;j;autodidacta
44617;tabletas;n;tableta
44618;latifundista;j;latifundista
44619;logia;n;logia
44620;señorones;j;señorón
44621;callecita;n;callecita
44622;cateto;n;cateto
44623;labial;j;labial
44624;berenjenas;n;berenjena
44625;pisotones;n;pisotón
44626;guacamayo;n;guacamayo
44627;muletilla;n;muletilla
44628;enebro;n;enebro
44629;trilla;n;trilla
44630;proletaria;n;proletario
44631;ordinales;j;ordinal
44632;legajos;n;legajo
44633;penado;j;PENADO
44634;sapo;j;sapo
44635;opcional;j;opcional
44636;anudada;j;anudado
44637;relanzar;v;relanzar
44638;interludios;n;interludio
44639;porro;n;porro
44640;intestinas;j;intestino
44641;bifurcación;n;bifurcación
44642;maquinita;n;maquinita
44643;curro;v;currar
44644;contorsiones;n;contorsión
44645;justificable;j;justificable
44646;desenfundó;v;desenfundar
44647;hiato;n;hiato
44648;cerrajero;j;cerrajero
44649;cobertor;n;cobertor
44650;magnolias;n;magnolia
44651;envidiosa;j;envidioso
44652;apostada;j;apostado
44653;fotómetros;n;fotómetro
44654;arrullo;n;arrullo
44655;bimotor;n;bimotor
44656;censurada;j;censurado
44657;barrilete;n;barrilete
44658;espadaña;n;espadaña
44659;censurable;j;censurable
44660;brasilero;j;brasilero
44661;prestatario;j;prestatario
44662;acometidas;n;acometida
44663;anarquista;j;anarquista
44664;campante;j;campante
44665;pedrería;n;pedrería
44666;vengador;n;vengador
44667;recaída;n;recaída
44668;consustancial;j;consustancial
44669;tranquilizantes;j;tranquilizante
44670;borlas;n;borla
44671;miasmas;n;miasma
44672;habitáculo;n;habitáculo
44673;hidrológico;j;hidrológico
44674;blasón;n;blasón
44675;acoplada;j;acoplado
44676;rubicundo;j;rubicundo
44677;mandatario;j;mandatari
44678;cogollo;n;cogollo
44679;sarao;n;sarao
44680;analgésico;j;analgésico
44681;grumos;n;grumo
44682;romero;n;romero
44683;jeringa;n;jeringa
44684;folclorista;j;folclorista
44685;carpelos;n;carpelo
44686;mapuche;n;mapuche
44687;babuchas;n;babucha
44688;cubitos;n;cubito
44689;corroe;v;corroer
44690;respiraderos;n;respiradero
44691;tapadera;n;tapadera
44692;videojuegos;n;videojuego
44693;acetato;n;acetato
44694;orca;n;orca
44695;registradora;j;registrador
44696;empresaria;j;empresario
44697;tendenciosa;j;tendencioso
44698;trípode;n;trípode
44699;camelias;n;camelia
44700;abscesos;n;absceso
44701;desparejo;v;desparejar
44702;relajante;j;relajante
44703;rugiente;j;rugiente
44704;trasparente;v;trasparentar
44705;tropos;n;tropo
44706;flema;n;flema
44707;pivote;n;pivote
44708;patronato;n;patronato
44709;requiebros;n;requiebro
44710;harén;n;harén
44711;pilón;n;pilón
44712;frasquito;n;frasquito
44713;ortiga;n;ortiga
44714;placebo;n;placebo
44715;habian;v;haber
44716;habría;v;haber
44717;haciéndolas;v;hacer
44718;poderlos;v;poder
44719;diz;v;decir
44720;fueren;v;ir
44721;irlos;v;ir
44722;saberla;v;saber
44723;supiéramos;v;saber
44724;querrías;v;querer
44725;pasás;v;pasar
44726;llegara;v;llegar
44727;llegasen;v;llegar
44728;parecerlo;v;parecer
44729;parecerme;v;parecer
44730;encontrabas;v;encontrar
44731;póngase;v;poner
44732;llevársela;v;llevar
44733;dejaba;v;dejar
44734;volviera;v;volver
44735;mirará;v;mirar
44736;viviré;v;vivir
44737;esperase;v;esperar
44738;existirán;v;existir
44739;empezada;v;empezar
44740;empieces;v;empezar
44741;escriban;v;escribir
44742;escribía;v;escribir
44743;utilizarían;v;utilizar
44744;contaran;v;contar
44745;recibiste;v;recibir
44746;presentarles;v;presentar
44747;permitiré;v;permitir
44748;mantendrían;v;mantener
44749;morirnos;v;morir
44750;entrarían;v;entrar
44751;crearán;v;crear
44752;pedís;v;pedir
44753;desarrollamos;v;desarrollar
44754;oigamos;v;oír
44755;oigas;v;oír
44756;ganarían;v;ganar
44757;ganarla;v;ganar
44758;recordaba;v;recordar
44759;recordábamos;v;recordar
44760;recordadas;v;recordar
44761;caerme;v;caer
44762;abrirnos;v;abrir
44763;entendieran;v;entender
44764;entendimos;v;entender
44765;cambiadas;v;cambiar
44766;ocurriese;v;ocurrir
44767;estudiabas;v;estudiar
44768;dirigíamos;v;dirigir
44769;dirigiría;v;dirigir
44770;sacándole;v;sacar
44771;obtendrán;v;obtener
44772;continuarían;v;continuar
44773;explicárselo;v;explicar
44774;escucharás;v;escuchar
44775;escuchaste;v;escuchar
44776;mostrándome;v;mostrar
44777;mostrarles;v;mostrar
44778;representamos;v;representar
44779;tocaba;v;tocar
44780;tocábamos;v;tocar
44781;tocaran;v;tocar
44782;tocarán;v;tocar
44783;ofreciéndole;v;ofrecer
44784;reconoces;v;reconocer
44785;ocupándose;v;ocupar
44786;ocuparán;v;ocupar
44787;ocuparnos;v;ocupar
44788;línea;n;línea
44789;acercaran;v;acercar
44790;jugaba;v;jugar
44791;correrían;v;correr
44792;levantaría;v;levantar
44793;cumplirían;v;cumplir
44794;cumplirla;v;cumplir
44795;traés;v;traer
44796;nacería;v;nacer
44797;autor;n;autor
44798;autoras;n;autor
44799;efecto;n;efecto
44800;comamos;v;comer
44801;comerla;v;comer
44802;comerlo;v;comer
44803;comernos;v;comer
44804;comidos;v;comer
44805;español;n;español
44806;provoquen;v;provocar
44807;ayudarían;v;ayudar
44808;elegirá;v;elegir
44809;eliges;v;elegir
44810;subirme;v;subir
44811;publiquen;v;publicar
44812;detendría;v;detener
44813;detenerlos;v;detener
44814;detuvieran;v;detener
44815;indicándole;v;indicar
44816;dormiría;v;dormir
44817;empleamos;v;emplear
44818;surgirían;v;surgir
44819;evité;v;evitar
44820;olvidada;v;olvidar
44821;extendería;v;extender
44822;extendí;v;extender
44823;extiendo;v;extender
44824;acordándose;v;acordar
44825;acordará;v;acordar
44826;dirección;n;dirección
44827;refirieron;v;referir
44828;echábamos;v;echar
44829;observándolo;v;observar
44830;observas;v;observar
44831;observen;v;observar
44832;obligada;v;obligar
44833;faltarán;v;faltar
44834;faltarían;v;faltar
44835;caminara;v;caminar
44836;prepararlo;v;preparar
44837;reuniera;v;reunir
44838;anunciarle;v;anunciar
44839;anuncie;v;anunciar
44840;mataré;v;matar
44841;permanecíamos;v;permanecer
44842;imaginemos;v;imaginar
44843;imaginen;v;imaginar
44844;informaban;v;informar
44845;interesarle;v;interesar
44846;interesé;v;interesar
44847;actúo;v;actuar
44848;imponernos;v;imponer
44849;aprendería;v;aprender
44850;contendrá;v;contener
44851;contuve;v;contener
44852;resolverlas;v;resolver
44853;fijará;v;fijar
44854;sostuviera;v;sostener
44855;llenen;v;llenar
44856;mandadas;v;mandar
44857;mandarla;v;mandar
44858;situaría;v;situar
44859;sitúo;v;situar
44860;cases;v;casar
44861;defenderlos;v;defender
44862;defendidas;v;defender
44863;salvaba;v;salvar
44864;negaría;v;negar
44865;nieguen;v;negar
44866;niegues;v;negar
44867;fundaba;v;fundar
44868;rompiera;v;romper
44869;recogimos;v;recoger
44870;enfrentarla;v;enfrentar
44871;enfrenté;v;enfrentar
44872;prefería;v;preferir
44873;aprobaran;v;aprobar
44874;pretendes;v;pretender
44875;correspondiendo;v;corresponder
44876;introduzco;v;introducir
44877;crucen;v;cruzar
44878;enseñaría;v;enseñar
44879;contestamos;v;contestar
44880;adoptaran;v;adoptar
44881;retiren;v;retirar
44882;plantearán;v;plantear
44883;determinada;v;determinar
44884;compartan;v;compartir
44885;compartirlo;v;compartir
44886;advertirle;v;advertir
44887;concluidos;v;concluir
44888;causara;v;causar
44889;sombra;n;sombra
44890;definidas;v;definir
44891;costaban;v;costar
44892;cuidarlos;v;cuidar
44893;cuiden;v;cuidar
44894;impedida;v;impedir
44895;impidan;v;impedir
44896;ciudadanas;n;ciudadano
44897;escapados;v;escapar
44898;escaparme;v;escapar
44899;invitaría;v;invitar
44900;nombraban;v;nombrar
44901;aprovecharla;v;aprovechar
44902;insistirá;v;insistir
44903;rechazarlo;v;rechazar
44904;organizara;v;organizar
44905;organizarnos;v;organizar
44906;recuperen;v;recuperar
44907;incorporara;v;incorporar
44908;eleven;v;elevar
44909;religión;n;religión
44910;atenderá;v;atender
44911;atenderlos;v;atender
44912;transformará;v;transformar
44913;cojas;v;coger
44914;revelaría;v;revelar
44915;encargué;v;encargar
44916;destruirá;v;destruir
44917;destruirla;v;destruir
44918;destruyera;v;destruir
44919;cobramos;v;cobrar
44920;amen;v;amar
44921;sonada;v;sonar
44922;trasladamos;v;trasladar
44923;trasladaran;v;trasladar
44924;instalen;v;instalar
44925;eliminaría;v;eliminar
44926;arrastrándome;v;arrastrar
44927;arrastrarlo;v;arrastrar
44928;sustituirá;v;sustituir
44929;interpreten;v;interpretar
44930;probará;v;probar
44931;pruebo;v;probar
44932;manejaron;v;manejar
44933;intervengan;v;intervenir
44934;interviniera;v;intervenir
44935;vidrio;n;vidrio
44936;merecieron;v;merecer
44937;satisfacían;v;satisfacer
44938;aportaban;v;aportar
44939;comuniquen;v;comunicar
44940;acudimos;v;acudir
44941;temíamos;v;temer
44942;motoras;n;motor
44943;prohibiera;v;prohibir
44944;efectuaban;v;efectuar
44945;efectuarán;v;efectuar
44946;enterando;v;enterar
44947;enteraría;v;enterar
44948;devolviera;v;devolver
44949;opinás;v;opinar
44950;bailen;v;bailar
44951;incrementaría;v;incrementar
44952;invento;v;inventar
44953;ingresara;v;ingresar
44954;ingresará;v;ingresar
44955;ingresarán;v;ingresar
44956;ingresen;v;ingresar
44957;arquitecta;n;arquitecto
44958;enfermas;n;enfermo
44959;arrancara;v;arrancar
44960;arrancará;v;arrancar
44961;aclaraba;v;aclarar
44962;aclarara;v;aclarar
44963;interrumpían;v;interrumpir
44964;interrumpirlo;v;interrumpir
44965;inteligencias;n;inteligencia
44966;encabezará;v;encabezar
44967;percibieron;v;percibir
44968;gozamos;v;gozar
44969;promovían;v;promover
44970;promuevan;v;promover
44971;conquistas;v;conquistar
44972;perseguirla;v;perseguir
44973;regalando;v;regalar
44974;regalara;v;regalar
44975;facilitaría;v;facilitar
44976;encerraban;v;encerrar
44977;cargara;v;cargar
44978;quemarme;v;quemar
44979;calificaban;v;calificar
44980;condene;v;condenar
44981;molestes;v;molestar
44982;revisadas;v;revisar
44983;renuncien;v;renunciar
44984;sobreviva;v;sobrevivir
44985;sobrevivirá;v;sobrevivir
44986;soltara;v;soltar
44987;callando;v;callar
44988;callarme;v;callar
44989;regulaba;v;regular
44990;ejecutarla;v;ejecutar
44991;vinculaba;v;vincular
44992;pronuncie;v;pronunciar
44993;cabello;n;cabello
44994;conformarme;v;conformar
44995;traduzcan;v;traducir
44996;dudamos;v;dudar
44997;colgué;v;colgar
44998;confesaría;v;confesar
44999;confesarme;v;confesar
45000;confesaron;v;confesar
45001;emprenderá;v;emprender
45002;emprendiera;v;emprender
45003;proclamarse;v;proclamar
45004;habitamos;v;habitar
45005;negociaba;v;negociar
45006;respiraban;v;respirar
45007;asomarme;v;asomar
45008;desplazará;v;desplazar
45009;limpiada;v;limpiar
45010;limpiándose;v;limpiar
45011;accediendo;v;acceder
45012;juzgará;v;juzgar
45013;radiación;n;radiación
45014;circulo;v;circular
45015;precisada;v;precisar
45016;animara;v;animar
45017;acostaron;v;acostar
45018;apagaban;v;apagar
45019;acarician;v;acariciar
45020;acariciaron;v;acariciar
45021;padecían;v;padecer
45022;consumieron;v;consumir
45023;admiraron;v;admirar
45024;admirarse;v;admirar
45025;brindamos;v;brindar
45026;presidirá;v;presidir
45027;estimulaban;v;estimular
45028;desconociendo;v;desconocer
45029;recomendadas;v;recomendar
45030;charlaban;v;charlar
45031;aspirado;v;aspirar
45032;propietarias;n;propietario
45033;arme;v;armar
45034;enterraban;v;enterrar
45035;enterrarlo;v;enterrar
45036;latines;n;latín
45037;peleamos;v;pelear
45038;quejamos;v;quejar
45039;absorbieron;v;absorber
45040;constaban;v;constar
45041;calentados;v;calentar
45042;calentó;v;calentar
45043;secaron;v;secar
45044;castigarme;v;castigar
45045;seleccionadas;v;seleccionar
45046;seleccionaron;v;seleccionar
45047;complicando;v;complicar
45048;juntarnos;v;juntar
45049;abordaba;v;abordar
45050;contrate;v;contratar
45051;embajador;n;embajador
45052;residiendo;v;residir
45053;orgullos;n;orgullo
45054;divierto;v;divertir
45055;decora;v;decorar
45056;fantasía;n;fantasía
45057;disputadas;v;disputar
45058;engañarlo;v;engañar
45059;adivinaban;v;adivinar
45060;beneficiada;v;beneficiar
45061;beneficiarán;v;beneficiar
45062;beneficien;v;beneficiar
45063;aprendizajes;n;aprendizaje
45064;financie;v;financiar
45065;pisada;v;pisar
45066;sensibilidades;n;sensibilidad
45067;captaba;v;captar
45068;protesto;v;protestar
45069;corrija;v;corregir
45070;prosas;n;prosa
45071;imitada;v;imitar
45072;agrupada;v;agrupar
45073;sobró;v;sobrar
45074;ultimado;v;ultimar
45075;aproximé;v;aproximar
45076;plomos;j;plomo
45077;duraciones;n;duración
45078;frenaba;v;frenar
45079;frenada;v;frenar
45080;optando;v;optar
45081;griego;n;griego
45082;lógicas;n;lógica
45083;reproducción;n;reproducción
45084;osciló;v;oscilar
45085;exclamando;v;exclamar
45086;deslizaron;v;deslizar
45087;programan;v;programar
45088;platicaba;v;platicar
45089;platicaron;v;platicar
45090;evaluó;v;evaluar
45091;retornando;v;retornar
45092;sembraba;v;sembrar
45093;tránsito;n;tránsito
45094;mentí;v;mentir
45095;alegraban;v;alegrar
45096;alegraron;v;alegrar
45097;deshacían;v;deshacer
45098;tragué;v;tragar
45099;rescatan;v;rescatar
45100;ibéricas;j;ibérico
45101;educan;v;educar
45102;fingidos;v;fingir
45103;enriquecieron;v;enriquecer
45104;reteniendo;v;retener
45105;heredamos;v;heredar
45106;reconstruyeron;v;reconstruir
45107;acentuaban;v;acentuar
45108;estiraban;v;estirar
45109;estirado;v;estirar
45110;triunfaba;v;triunfar
45111;relatado;v;relatar
45112;mordían;v;morder
45113;comisaria;n;comisario
45114;comisarios;n;comisario
45115;portadas;v;portar
45116;predominar;v;predominar
45117;autorizan;v;autorizar
45118;torne;v;tornar
45119;rogamos;v;rogar
45120;frecuentados;v;frecuentar
45121;frecuentan;v;frecuentar
45122;entusiasmar;v;entusiasmar
45123;consagrar;v;consagrar
45124;calmada;v;calmar
45125;encaminar;v;encaminar
45126;dialogan;v;dialogar
45127;restaron;v;restar
45128;narrando;v;narrar
45129;desataba;v;desatar
45130;desatan;v;desatar
45131;copio;v;copiar
45132;reanudará;v;reanudar
45133;libraba;v;librar
45134;tejió;v;tejer
45135;tropezado;v;tropezar
45136;protagoniza;v;protagonizar
45137;hidrocarburo;n;hidrocarburo
45138;empeñar;v;empeñar
45139;compensaban;v;compensar
45140;batía;v;batir
45141;conmueven;v;conmover
45142;cocinados;v;cocinar
45143;aburrí;v;aburrir
45144;aburrió;v;aburrir
45145;soplaban;v;soplar
45146;amanecen;v;amanecer
45147;amanecieron;v;amanecer
45148;dominicano;n;dominicano
45149;atribuyo;v;atrribuir
45150;persistían;v;persistir
45151;pioneras;n;pionero
45152;niebla;n;niebla
45153;disimuló;v;disimular
45154;exageradas;v;exagerar
45155;verifican;v;verificar
45156;presencié;v;presenciar
45157;enfríe;v;enfriar
45158;enfrió;v;enfriar
45159;coordinando;v;coordinar
45160;coordinó;v;coordinar
45161;retrataron;v;retratar
45162;asimilan;v;asimilar
45163;volteando;v;voltear
45164;alternó;v;alternar
45165;enoje;v;enojar
45166;recobrada;v;recobrar
45167;salinos;j;salino
45168;coronaron;v;coronar
45169;decretaron;v;decretar
45170;disfrazadas;v;disfrazar
45171;coberturas;n;cobertura
45172;secuestró;v;secuestrar
45173;cosidos;v;coser
45174;adhería;v;adherir
45175;sobrepasaron;v;sobrepasar
45176;divisé;v;divisar
45177;volcada;v;volcar
45178;volcaron;v;volcar
45179;arriesgó;v;arriesgar
45180;tenis;n;tenis
45181;impartida;v;impartir
45182;enfocados;v;enfocar
45183;corteses;j;cortés
45184;insinúan;v;insinuar
45185;holandesa;n;holandés
45186;emocionaba;v;emocionar
45187;emocionados;v;emocionar
